user,Text
PhilosopherSue,"@4eyesJohnny @Bar0n_TheGrey @_isojoe I worked at Social Security on Junction Blvd &amp; 
Horace Harding Expressway back in the early 80s."
arif_hussainy,"RT @NidaKirmani: Sometimes I think about how the military has messed up this country, systematically undermined political parties &amp; social…"
emberti97,Might fuck around and start a social media marketing/influencer consulting company🤩
eddiedacosta2,"RT @H_S_Global: Help us #ReimagineHealthSystems! Identify changes that will impact #HealthSystems, now &amp; in the future

❔ What social, econ…"
Average_Dad_,RT @andrewfeinstein: If Hodge was so opposed to/upset by her family company acting as agents 4 the apartheid South African state why didnt…
MobilRat,Social media isnt your friend
riyacx_,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
zucatellidanilo,"RT @proletarigata: michael jackson não é o maior artista do mundo pela quantidade de prêmios que possui, mas sim pelo impacto cultural, soc…"
_iamrobot_,RT @YourFAV_baldie: Date someone who knows you’re just kidding on social media
OptionMaker,"Bolsonaro:  ""brigar com governadores, fustigar Legislativo e Judiciario, produzir aglomerações, conspirar contra o… https://t.co/CMgCclgVGn"
serial54,RT @WelbourneStud: Mask mandates; mandated social distancing; protecting vulnerable; contact tracing &amp; contained closures for outbreaks; fe…
JulieMosquedo,Male student given in-school suspension for wearing nail polish to Texas high school https://t.co/w4DeAEfEHo via… https://t.co/Grgv7KXMWk
eromolizzy,"RT @so_treu: But like. How mad can we be at young folks who mistake standoms for personalities when Cardi B just said ""my fans are my frien…"
DariusXIX,RT @tanetots: “I could use a little social interaction.” ❄️ https://t.co/mjeIlY33yj
gfvipmaltafans,"@SimoGianlorenzi Si vede che la Contessa non ama i social 🤣... ma per caso vive in una favola come Roslinda?! 

Ps… https://t.co/yQdN1crUzT"
lammyyb,"RT @Deshysmalls: ""W bar used to be cool and exclusive way back""

One of the problems with some of you is that once more people start having…"
Filippo_Carsana,"""ti auguro tutta la felicità che fingi sui social network"""
guy_eshel,"@shilo61779514 @Social_Israel נו באמת, אין שום דבר רע בלנסות להציל נשים מוכות.

זה כמו שתהיה פרסומת על איידס ותתלונ… https://t.co/fEpVQdtjNh"
KABPott,"Former Alabama senator dies of Covid, in his last words warns, 'We messed up' https://t.co/BEPDyOYW0m via @YahooNews"
JamaulSki,RT @MarkDice: Social Justice Warrior mall Santa makes kid cry by telling him no toy guns for Christmas https://t.co/u0lkM75lqC
drbarnesbangor,RT @DailyMail: Cluster of six Alaskan volcanic islands may be an interconnected giant volcano that is similar to the Yellowstone Caldera ht…
bonnyrotten159,"@BlueArmyFaction Anyone know in which area @carolinenokes's parents live? Obviously, this is abuse. This can't poss… https://t.co/DrHj9oIFhH"
Cocoa_Picasso,"RT @so_treu: But like. How mad can we be at young folks who mistake standoms for personalities when Cardi B just said ""my fans are my frien…"
prevencholula,"El día de hoy se llevó a cabo la capacitación ""Proximidad Social"" dirigida a elementos de Guardias Ciudadanos, con… https://t.co/CHqgRFupqA"
CmiloseMilose,RT @TRE45ON__TRUMP: Trump made statements that he would  eliminate employee payroll taxes for Social Security. This would end Social Securi…
pigu1993,"RT @SubjectBotch: 自民党大混乱！安倍晋三氏「逮捕Ｘデー」危惧する声 https://t.co/XapP8hWmvZ 
ある自民党議員は「国会が終了すれば、特捜部は国会への逮捕許諾請求なく安倍氏を逮捕できます。そこまでしなければ詳細が分かるはずがありませんし、今…"
bsuaxo,"Chapter President ☼ MARA MEDORS
Mara is a social work major from South Bend, Indiana. She is looking forward to wor… https://t.co/EWfBiIwYDn"
ColaInsurrecta1,RT @Pedro_Illane: Desigualdad Social en 2 fotos https://t.co/7zi9lClrYh
PVujin,"RT @karishma4va: Socialism gave us: libraries, schools, roads, firefighters, social security, Medicaid, SNAP/TANF, unemployment, public tra…"
APaolicelli17,Here is what the crowd looks like across the street from @saks as people have gathered to watch the light show. Lit… https://t.co/1iHESZMaqr
chrismaylea,@christine_craik @AASW_ Ooh we're doing nautical metaphors? I hate to rock the boat but we can't just batten down t… https://t.co/FiuXhXtLZ1
silverssuper,do you have any idea how deep you have to be in a fandom's social media space in order for you to know about that fandom's nsfw art?
HalDe,RT @TeaPainUSA: The Nazis sought to remove disabled citizens from their society.  Coincidence? https://t.co/zFmK7vG2GC
Trumpgot2go,RT @realdillonroyal: Trump launches ‘despicable’ last-minute attack on Social Security with rule aiming to restrict disability benefits htt…
MariBrighe,This newly expanded class of educated people actually drives tons of technological innovation and economic expansio… https://t.co/68ghhQyXuS
Joyceha07214978,People who do not be social or SSI and live on daily basis can't even get out and make a dollar!!! I'm not but but… https://t.co/bAJKCUGcZ9
bi4nzu,me quede dormida en el sofacama mientras mi familia esta afuera merendando sisi la más social d la flia por suerte
Dakotah_Poet,RT @iSmashFizzle: somebody told me not to get the COVID 19 vaccine because that’s how the government gets your social security number. http…
FuckingNattura,"@Eliizahh a conclusão é que a minha única vida social é no bgs, que ódio kkkkk https://t.co/uSOQpTsU4b"
workswithjames,"This is a tad similar to a vacuum, this sucks potential customers off of social media marketing towards your intern… https://t.co/49iCnf2njm"
edanlincs,https://t.co/yxFIYA5rHM
BurningHawk7,"Don't be a social justice warrior, be a Warrior of God!"
stop_ela,"RT @SerranoIsmael: Querid@s amig@s argentin@s:
Perdonadme si me pongo en plan Pepito Grillo. Estoy viendo por redes sociales reuniones vari…"
Mr_MITCHELL_2_U,RT @LeeMES123: 74 percent of folks aren’t cooperating with contract tracers in New Jersey. Honestly fuck this shit hole country. I’m so tir…
cristiana_viola,RT @Deputatipd: Piena solidarietà a @chiaragribaudo vittima in queste ore di vili attacchi social. Parole e frasi sessiste e ingiuriose che…
animegamelovr63,"RT @TheSimpsons: Me explaining to my sis why we should spend the day watching Simpsons episodes. 

🤓: https://t.co/n2Xd75qWSu https://t.co/…"
JanelleMHooper,"@Social_Mime Perhaps you forgot to factor in what you were going to forget. Ay, there's the rub!"
aktie_mr,RT @hb_finanzen: Die US-Anleger warten noch immer auf konkrete Fortschritte bei einem neuen Konjunkturpaket. Auch die neuen Spannungen mit…
lxndseyf,RT @gnarlylaciK: Which (AP) science and social studies classes/electives are good to take in high school for pre med
castlvillageman,"a random fact.
It tests social media.
You can make a will and testament on SM and it has the same legal validity as… https://t.co/e9EEs19UDa"
AteezWeek,"RT @Atiny_support: We know ATINY and we're sure ATEEZ is excited to be top 10 in Billboards Social chart for the year 2020! 

It's a huge a…"
NikolayB_,RT @manupalominos: A 9 meses de la pandemia en Chile: El viernes hubo Mesa Social Covid-19 y NO se habló de este paso a fase 2 en toda la R…
vaubandaniel,"RT @LaManifPourTous: Et oui ! Vu le contexte de crise sanitaire, économique et social sans précédent que traverse notre pays, la question s…"
Virginny5654,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
roseyowl674,"@MaxIsFrosty 🆗 
1; we both iffy with social shenanigans but when we get invested we GET INVESTED
2; We’re both KILL… https://t.co/0oF51qKwa5"
TerryWright101,RT @OSFKasia: I'm a trained social worker w/ MSW. Also a mother of 2. The role of social workers in situations of child removals b/c of mom…
agh296,"RT @BBCLookNorth: Starlings created this ""duck"" in sky during spectacular aerobatic antics over Castleford nature reserve: https://t.co/7lY…"
SDenecken,RT @SAPSports: We're grateful to have amazing partners and fans. Can't wait to get back to this and go even bigger than before. https://t.c…
xyooraxi,"RT @Kpop_Herald: .@BigHitEnt has canceled offline tickets for the label's year-end concert ""2021 NEW YEAR’S EVE LIVE"" due to strengthened s…"
Vuitlife,Je suis anti social de oufffffff
jul2988,"@DonaldJTrumpJr I think we need to start holding the media, hollywood and social media accountable. Why are there n… https://t.co/oSoS5hnELc"
UTD__JC,"@piersmorgan @NewlandABz He's perfect for arsenal. Lots of social media followers, lots of vibes. But a waste of sp… https://t.co/et9raQldsw"
xontageU,"NOMBRE DE UN EVENTO POR ZOOM en mi parroquia desde una librería: ""Diferentes ópticas de la historia según el contex… https://t.co/Cge0IZ5xbJ"
caitlinkinnunen,RT @ThatChrisPadro: i just genuinely don’t understand the need for people to go on social media four (4) days before the prom movie comes o…
linowrldd,@wonwoodland tbt to when we used to fangirl over taiwan and india in social studies :(((( wtf we're 16 now
OgbeniAdewale,A larger percentage of fans of celebrities has actually forgotten that thier favorite has a personal life aside soc… https://t.co/4tYCjeH1O7
rafaelahffmnn,"RT @thaycgs: sou anti social porém tagarela 
nunca sou eu que começo a conversa mas se a pessoa me da liberdade eu nunca mais vou parar de…"
coleyhiles1,RT @THEKIDMERO: 🗣🗣TALK YO SHIT SOCIAL MEDIA ACCT MANAGER!!!!!!! #BIGBLUE
camdwyer_,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
trumpa_donald,@SashaGrey Vote Democrat for more of this ... the “millions” of Americans who voted for Joe &amp; the Hoe must really l… https://t.co/aE06OpbJ8r
sunkitteh,@ndeverydayistay they literally publish click bait for fandoms almost daily for ad revenue the fuck is the differen… https://t.co/eb2B0SYmoa
DaniellCE11,"Wey, que una persona externa a tu circulo social te diga ""estoy orgulloso de ti""  es algo de lo más chingón ⚔️😩👌🏻👌🏻"
palomadulbecco,"RT @GenerosMGarcia: Justicia social es poder decidir
💚Aborto legal 2020💚

Este jueves empieza la discusión por la ley de interrupción volun…"
liberty_addict,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
RebeccaJFerrell,RT @siobhanmattison: Build and Broaden 2.0 solicitation is now live. If you work in any core social science area supported by BCS and are f…
danieltory,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
horr0risback,"RT @cursedsalad: 31. But normal people will say, ""nobody in Hollywood is pushing Communism, they're just advocating for SOCIAL JUSTICE!""

T…"
SoftButReady,"RT @JenYetAgain: Truly deranged to have a culture where any sort of humanitarian aid or social safety net, the very basis of a society, is…"
rodolfoxoliz,"RT @abrahamkatime: Sin embargo, la prensa colombiana poco eco le hace, con el claro propósito de ocultar el estallido social que vive nuest…"
ScaniGryph,"Y'know, I can totally respect an F1 team's social media for being super real like this.

And I can respect even MOR… https://t.co/fMClxJA53D"
cherirae272,RT @TheDemocrats: We’re experiencing another surge in coronavirus cases across the country. Please take this pandemic seriously. If we list…
Owllycrafter,@Kwik_Fit I would use to do social media and help me craft cards and help my son with homework
superma81301234,@thePizzApp @GovWhitmer @MichiganHHS many college students and rioters did not/will not social distance. many peopl… https://t.co/1RNApQrPEW
Mr_CDAT,RT @RadzYoNinja: Imagine how much time we’d have if social media didn’t exist? 🕰
SusanLeung94,RT @business: The Hong Kong police's new national security unit arrests 8 people including students and social workers on allegations of pa…
DPVAToficial,"@ericamoura322 Poxa, @ericamoura322, sentimos muito por isso. Saiba que o Seguro DPVAT está aqui para amparar, de f… https://t.co/hhpoF7X6pW"
MargaretMatzek,@ilovetexasdbest @Maximillian_00 @GrahamAllen_1 @realDonaldTrump I am not ignorant as you say.  Do you have or have… https://t.co/WA82NA95ml
bdgrdoc,"@RosieVegGdn @RayMacDonald16 @HotuHat @parryetriposte @Fionn_Grunspan No. Just anonymous ""people"" posting on a free social media app🙄"
RadBark,Preocupa más los espacios cerrados con poca ventilación en donde no exista distanciamiento social como Metro o pubs… https://t.co/89cuiUneep
drebaDU,"RT @radpreta: Uma coisa sobre o Gambito da rainha q ninguém comenta: a série mostra de forma ""sutil"" o local social de mulher daquela época…"
RicoGennero,@Rockets_Social Member when you came to San Antonio and we won and we were all celebrating in the halls at at&amp;t can… https://t.co/WdL2PdtrNl
kpchararzoe,"RT @donwinslow: What a disaster of a person.

Arizona legislature shuts down after Rudy Giuliani's COVID-19 hospitalization https://t.co/Lk…"
